Applicant_ID,Applicant_Name,Annual_Income,Credit_Score,City,State,Employment_Status,Monthly_Rent
TG-108140,Applicant 8140,66099.0,555,Brooklyn,NY,Unemployed,4384
TG-108141,Applicant 8141,62975.0,766,Jersey City,NY,Part Time,5342
TG-108142,Applicant 8142,41605.0,523, Newark,NY,Part Time,2507
TG-108143,Applicant 8143,71048.0,800,Jersey City,ny, full time ,2061
TG-108144,Applicant 8144,117535.0,768,Queens,N.J.,Full Time,3684
TG-108145,Applicant 8145,84244.0,531,Jersey City,NY,Self-Employed,2297
TG-108146,Applicant 8146,103830.0,802,Queens,N.J.,Unemployed,1770
TG-108147,Applicant 8147,134939.0,735,New York,,Unemployed,2514
TG-108148,Applicant 8148,92913.0,601,Jersey City,NY,Full Time,2147
TG-108149,Applicant 8149,68236.0,533,Jersey City,ny, full time ,5353
TG-108150,Applicant 8150,99018.0,575,Queens,NJ, full time ,1930
TG-108151,Applicant 8151,68671.0,801,Queens,ny,Part Time,4043
TG-108152,Applicant 8152,69867.0,718,Brooklyn,N.J.,Full Time,1525
TG-108153,Applicant 8153,39403.0,685,Jersey City,, full time ,5129
TG-108154,Applicant 8154,112788.0,811,Hoboken,ny, full time ,4435
TG-108155,Applicant 8155,73420.0,665,Queens,NJ,Self-Employed,2583
TG-108156,Applicant 8156,90463.0,597,Hoboken,NJ,Part Time,4481
TG-108157,Applicant 8157,53921.0,631,New York,,Part Time,5273
TG-108158,Applicant 8158,98078.0,542,New York,NY,Part Time,1754
TG-108159,Applicant 8159,62142.0,635,Hoboken,ny, full time ,3670
TG-108160,Applicant 8160,80749.0,661, Newark,ny,Unemployed,4404
TG-108161,Applicant 8161,111335.0,716,New York,NJ, full time ,1402
TG-108162,Applicant 8162,108723.0,797,Hoboken,N.J., full time ,2787
TG-108163,Applicant 8163,84339.0,547,Brooklyn,ny,Full Time,1652
TG-108164,Applicant 8164,31956.0,818,Brooklyn,NJ,Part Time,4274
TG-108165,Applicant 8165,174784.0,595,New York,N.J.,Part Time,2312
TG-108166,Applicant 8166,137376.0,537,Hoboken,NY,Self-Employed,2274
TG-108167,Applicant 8167,106680.0,619,Hoboken,NY,Part Time,4724
TG-108168,Applicant 8168,62404.0,643,Hoboken,NJ, full time ,1679
TG-108169,Applicant 8169,81592.0,811, Newark,NJ,Full Time,4404
TG-108170,Applicant 8170,68697.0,644,New York,NY,Self-Employed,4518
TG-108171,Applicant 8171,122916.0,526, Newark,NJ, full time ,4133
TG-108172,Applicant 8172,92875.0,542,Hoboken,, full time ,4994
TG-108173,Applicant 8173,61475.0,681,Queens,ny,Self-Employed,3643
TG-108174,Applicant 8174,70877.0,636,Hoboken,, full time ,5454
TG-108175,Applicant 8175,118636.0,540,Queens,N.J., full time ,3712
TG-108176,Applicant 8176,133003.0,771,Brooklyn,NJ,Full Time,2373
TG-108177,Applicant 8177,130850.0,603,Queens,NJ,Full Time,4261
TG-108178,Applicant 8178,107711.0,560,Brooklyn,N.J.,Full Time,3096
TG-108179,Applicant 8179,77421.0,722,New York,ny,Part Time,3494
TG-108180,Applicant 8180,-12245.0,647, Newark,NY,Self-Employed,3946
TG-108181,Applicant 8181,93915.0,661, Newark,,Full Time,2555
TG-108182,Applicant 8182,84945.0,622,Brooklyn,ny, full time ,2394
TG-108183,Applicant 8183,89199.0,626,Brooklyn,NY,Part Time,2698
TG-108184,Applicant 8184,86617.0,536,Hoboken,NY,Self-Employed,4089
TG-108185,Applicant 8185,45212.0,544,Jersey City,NJ,Full Time,2228
TG-108186,Applicant 8186,101722.0,583,Brooklyn,N.J.,Full Time,1715
TG-108187,Applicant 8187,103966.0,756,Queens,NJ,Self-Employed,2097
TG-108188,Applicant 8188,105470.0,695,New York,N.J.,Full Time,2871
TG-108189,Applicant 8189,,810, Newark,NJ,Self-Employed,3971
TG-108190,Applicant 8190,103122.0,812,Queens,,Self-Employed,4242
TG-108191,Applicant 8191,72699.0,675, Newark,NJ, full time ,1893
TG-108192,Applicant 8192,82875.0,572,New York,,Self-Employed,1358
,Applicant 8193,87734.0,592,Queens,ny,Unemployed,4803
TG-108194,Applicant 8194,88231.0,702, Newark,ny,Full Time,1443
TG-108195,Applicant 8195,114947.0,708,Brooklyn,NJ, full time ,4945
TG-108196,Applicant 8196,104310.0,532,Jersey City,ny,Part Time,4149
TG-108197,Applicant 8197,147320.0,566,Brooklyn,NY,Unemployed,1490
TG-108198,Applicant 8198,151194.0,679, Newark,,Self-Employed,1330
TG-108199,Applicant 8199,87389.0,999,Hoboken,N.J.,Part Time,2614
TG-108200,Applicant 8200,-30100.0,572,Queens,,Part Time,4605
TG-108201,Applicant 8201,122105.0,806,Jersey City,NJ,Part Time,3389
TG-108202,Applicant 8202,68789.0,527,Queens,ny,Part Time,5128
TG-108203,Applicant 8203,60955.0,591,Hoboken,ny, full time ,4980
TG-108204,Applicant 8204,73047.0,617,Hoboken,NY, full time ,1592
TG-108205,Applicant 8205,71601.0,606,Hoboken,ny,Part Time,3756
TG-108206,Applicant 8206,103368.0,620, Newark,NJ,Unemployed,5272
TG-108207,Applicant 8207,38217.0,800,Brooklyn,NJ,Full Time,4373
TG-108208,Applicant 8208,52668.0,808, Newark,N.J.,Full Time,3284
TG-108209,Applicant 8209,95295.0,756,Brooklyn,, full time ,1796
TG-108210,Applicant 8210,103688.0,715,Jersey City,,Unemployed,3681
TG-108211,Applicant 8211,104246.0,616,Hoboken,,Unemployed,3743
TG-108212,Applicant 8212,61389.0,615,Brooklyn,N.J.,Self-Employed,2759
TG-108213,Applicant 8213,55652.0,780,New York,N.J., full time ,4253
TG-108214,Applicant 8214,69801.0,640,New York,N.J.,Unemployed,4397
TG-108215,Applicant 8215,92196.0,792,Brooklyn,NY,Unemployed,3552
TG-108216,Applicant 8216,129564.0,571,Jersey City,N.J.,Full Time,2615
TG-108217,Applicant 8217,23577.0,682,Queens,ny,Unemployed,3869
TG-108218,Applicant 8218,78378.0,709, Newark,NY,Unemployed,2229
TG-108219,Applicant 8219,,796,Hoboken,ny,Part Time,2048
TG-108220,Applicant 8220 ,35433.0,604,Brooklyn,,Full Time,4197
TG-108221,Applicant 8221,114009.0,713,Jersey City,NJ,Full Time,2530
TG-108222,Applicant 8222,101339.0,700, Newark,,Part Time,2225
TG-108223,Applicant 8223,98483.0,540,Queens,N.J.,Full Time,4429
TG-108224,Applicant 8224,112631.0,722,Jersey City,NJ,Self-Employed,2017
TG-108225,Applicant 8225,70608.0,721,Queens,,Self-Employed,2422
TG-108226,Applicant 8226,72021.0,670,New York,NY, full time ,2623
TG-108227,Applicant 8227,150572.0,678, Newark,N.J.,Full Time,5378
TG-108228,Applicant 8228,77603.0,545, Newark,,Full Time,4222
TG-108229,Applicant 8229,107054.0,585,Queens,NJ,Self-Employed,4710
TG-108230,Applicant 8230,85191.0,782,New York,ny, full time ,4733
TG-108231,Applicant 8231,29552.0,686,Hoboken,, full time ,4316
TG-108232,Applicant 8232,23661.0,807,Brooklyn,NY,Self-Employed,5470
TG-108233,Applicant 8233,67630.0,673,New York,NJ,Self-Employed,2768
TG-108234,Applicant 8234,116683.0,725,Jersey City,,Part Time,5137
TG-108235,Applicant 8235,108649.0,672,Queens,ny, full time ,1607
TG-108236,Applicant 8236,112422.0,703, Newark,N.J., full time ,2308
TG-108237,Applicant 8237,55389.0,678,Jersey City,N.J.,Part Time,4103
TG-108238,Applicant 8238,133476.0,713, Newark,N.J.,Self-Employed,4884
TG-108239,Applicant 8239,56053.0,521,New York,NJ,Part Time,3711
TG-108240,Applicant 8240,91385.0,734, Newark,ny,Part Time,4545
TG-108241,Applicant 8241,84689.0,694, Newark,ny,Unemployed,4457
TG-108242,Applicant 8242,79784.0,594, Newark,, full time ,2271
,Applicant 8243,125158.0,804, Newark,N.J.,Self-Employed,4417
TG-108244,Applicant 8244,63847.0,646,Jersey City,NJ,Unemployed,2239
TG-108245,Applicant 8245,44512.0,568,Queens,N.J.,Unemployed,4568
TG-108246,Applicant 8246,85600.0,551,Brooklyn,N.J.,Unemployed,3696
TG-108247,Applicant 8247,73005.0,677,Jersey City,,Self-Employed,4826
TG-108248,Applicant 8248,186321.0,534,Hoboken,,Part Time,4698
TG-108249,Applicant 8249,105295.0,762,Queens,,Self-Employed,1546
TG-108250,Applicant 8250,72720.0,536,Queens,NY, full time ,4555
TG-108251,Applicant 8251,53317.0,541,Hoboken,NY, full time ,4834
TG-108252,Applicant 8252,28591.0,763,New York,NJ,Part Time,1576
TG-108253,Applicant 8253,54243.0,600,Hoboken,NJ,Self-Employed,4651
TG-108254,Applicant 8254,88448.0,663,New York,,Part Time,3669
TG-108255,Applicant 8255,127820.0,527,Brooklyn,ny,Part Time,2131
TG-108256,Applicant 8256,118651.0,686,New York,NJ,Self-Employed,3051
TG-108257,Applicant 8257,91873.0,999,Brooklyn,NY, full time ,1963
TG-108258,Applicant 8258,75305.0,787,Brooklyn,NY,Self-Employed,3466
TG-108259,Applicant 8259,93064.0,808, Newark,N.J., full time ,5352
TG-108260,Applicant 8260,69441.0,705, Newark,,Full Time,5409
TG-108261,Applicant 8261,136551.0,531,Hoboken,ny,Full Time,4517
TG-108262,Applicant 8262,79324.0,800,Brooklyn,,Full Time,3551
TG-108263,Applicant 8263,82410.0,602,New York,NY,Unemployed,4245
TG-108264,Applicant 8264,18525.0,574,Jersey City,ny, full time ,4586
TG-108265,Applicant 8265,79137.0,650, Newark,NJ, full time ,2299
TG-108266,Applicant 8266,110095.0,644,Queens,N.J.,Self-Employed,3550
TG-108267,Applicant 8267,52968.0,570,Queens,NY, full time ,4158
TG-108268,Applicant 8268,62478.0,546,New York,N.J.,Self-Employed,2847
TG-108269,Applicant 8269,108781.0,684, Newark,,Unemployed,3981
TG-108270,Applicant 8270,40700.0,800,Jersey City,ny,Self-Employed,4855
TG-108271,Applicant 8271,116734.0,552,Brooklyn,,Full Time,2699
TG-108272,Applicant 8272,69036.0,581, Newark,N.J.,Self-Employed,1201
TG-108273,Applicant 8273,73343.0,664,New York,NY,Self-Employed,3304
TG-108274,Applicant 8274,51284.0,690,Brooklyn,N.J.,Self-Employed,1657
TG-108275,Applicant 8275,96341.0,805, Newark,NY, full time ,1740
TG-108276,Applicant 8276,158796.0,816,Hoboken,N.J.,Part Time,4363
TG-108277,Applicant 8277,108445.0,636,Jersey City,,Part Time,3020
TG-108278,Applicant 8278,59071.0,523,Queens,N.J.,Part Time,3586
TG-108279,Applicant 8279,119069.0,585,New York,NJ, full time ,4642
TG-108280,Applicant 8280,75500.0,579,Queens,,Full Time,4006
TG-108281,Applicant 8281,126235.0,806,Brooklyn,N.J.,Part Time,5180
TG-108282,Applicant 8282,109200.0,748,Brooklyn,N.J.,Part Time,2282
TG-108283,Applicant 8283,-3294.0,619,Hoboken,ny,Unemployed,1575
TG-108284,Applicant 8284,54878.0,638,Brooklyn,,Unemployed,2736
TG-108285,Applicant 8285,113332.0,588,Brooklyn,ny,Full Time,1586
TG-108286,Applicant 8286 ,89550.0,671,Queens,,Self-Employed,2011
TG-108287,Applicant 8287,54287.0,799,Queens,NY,Self-Employed,1382
TG-108288,Applicant 8288,65992.0,740,New York,,Unemployed,3563
TG-108289,Applicant 8289,27813.0,742,New York,,Unemployed,2670
TG-108290,Applicant 8290,82349.0,684,Brooklyn,N.J.,Full Time,4942
TG-108291,Applicant 8291,151321.0,730, Newark,NJ,Full Time,2983
TG-108292,Applicant 8292,109148.0,798,Jersey City,, full time ,4499
TG-108293,Applicant 8293,150713.0,582,New York,ny,Self-Employed,4076
TG-108294,Applicant 8294,111472.0,781,Brooklyn,NJ, full time ,4059
TG-108295,Applicant 8295,115824.0,525, Newark,,Part Time,3022
TG-108296,Applicant 8296,144222.0,767, Newark,NJ,Full Time,4192
TG-108297,Applicant 8297,96318.0,748,Queens,NY,Self-Employed,3898
TG-108298,Applicant 8298,79383.0,805, Newark,NJ,Self-Employed,2288
TG-108299,Applicant 8299,115980.0,776,Hoboken,NY, full time ,2692
TG-108300,Applicant 8300,128615.0,582,Queens,NJ,Unemployed,3619
TG-108301,Applicant 8301,70601.0,547,Queens,NJ,Unemployed,2553
TG-108302,Applicant 8302,63353.0,572,Hoboken,ny,Full Time,3256
TG-108303,Applicant 8303,89166.0,771,Queens,ny,Unemployed,2627
TG-108304,Applicant 8304,109945.0,557,New York,N.J.,Part Time,1842
TG-108305,Applicant 8305,108943.0,658,Queens,NJ,Self-Employed,1847
TG-108306,Applicant 8306,42275.0,572,Hoboken,NY,Unemployed,2113
TG-108307,Applicant 8307,142348.0,613,Brooklyn,NJ,Full Time,5069
TG-108308,Applicant 8308,65765.0,613,Brooklyn,,Part Time,3525
TG-108309,Applicant 8309,77048.0,782,Brooklyn,NY, full time ,2105
TG-108310,Applicant 8310,,656,Hoboken,, full time ,3749
TG-108311,Applicant 8311,165950.0,775,Hoboken,N.J.,Part Time,2192
TG-108312,Applicant 8312,92262.0,556,New York,,Full Time,4758
TG-108313,Applicant 8313,59471.0,661,Hoboken,N.J., full time ,3570
TG-108314,Applicant 8314,110918.0,666, Newark,N.J.,Self-Employed,2432
TG-108315,Applicant 8315,108074.0,527,Brooklyn,N.J.,Self-Employed,2526
TG-108316,Applicant 8316,79368.0,770,Hoboken,,Full Time,4563
TG-108317,Applicant 8317,110218.0,654,Jersey City,N.J.,Full Time,5212
TG-108318,Applicant 8318,60241.0,578,Queens,N.J.,Self-Employed,5122
TG-108319,Applicant 8319,70212.0,642,New York,ny,Full Time,3920
TG-108320,Applicant 8320,24694.0,782,Brooklyn,NJ,Part Time,3311
TG-108321,Applicant 8321,45281.0,639, Newark,N.J.,Full Time,2990
TG-108322,Applicant 8322,139229.0,778, Newark,NY,Self-Employed,1609
TG-108323,Applicant 8323,134243.0,537,Brooklyn,NY,Unemployed,2854
TG-108324,Applicant 8324,86974.0,611, Newark,ny,Full Time,5387
TG-108325,Applicant 8325,134888.0,683,Jersey City,, full time ,4789
TG-108326,Applicant 8326,80198.0,663,New York,,Part Time,5178
TG-108327,Applicant 8327,77698.0,757,Queens,,Part Time,2269
TG-108328,Applicant 8328,86695.0,693,New York,N.J.,Part Time,3872
TG-108329,Applicant 8329,81252.0,602,New York,, full time ,2140
TG-108330,Applicant 8330,78544.0,676,Brooklyn,, full time ,3857
TG-108331,Applicant 8331,119302.0,628,Hoboken,NJ,Part Time,3203
TG-108332,Applicant 8332,89504.0,697,Queens,N.J.,Part Time,3954
TG-108333,Applicant 8333,106374.0,769,New York,N.J.,Part Time,4683
TG-108334,Applicant 8334,115941.0,772,Jersey City,NY,Full Time,4685
TG-108335,Applicant 8335,96646.0,574,Brooklyn,NY, full time ,1860
TG-108336,Applicant 8336,55892.0,674,Hoboken,NJ,Self-Employed,4143
TG-108337,Applicant 8337,44414.0,610,Hoboken,ny,Full Time,1505
TG-108338,Applicant 8338,89463.0,645,Brooklyn,N.J.,Self-Employed,2056
TG-108339,Applicant 8339,79862.0,688,New York,NY,Full Time,4141
TG-108340,Applicant 8340,87622.0,658, Newark,,Full Time,1648
TG-108341,Applicant 8341,84518.0,524,Brooklyn,N.J.,Self-Employed,4122
TG-108342,Applicant 8342,162507.0,585, Newark,N.J.,Part Time,4050
TG-108343,Applicant 8343,45093.0,630,Hoboken,N.J.,Self-Employed,3994
TG-108344,Applicant 8344,25302.0,703,Hoboken,NY,Unemployed,2430
TG-108345,Applicant 8345,94971.0,787,Jersey City,NJ, full time ,3975
TG-108346,Applicant 8346,73707.0,689,Jersey City,NY,Unemployed,1681
TG-108347,Applicant 8347,94482.0,763,Hoboken,,Full Time,4268
TG-108348,Applicant 8348,102516.0,657,Jersey City,,Self-Employed,4627
TG-108349,Applicant 8349,123523.0,547,Jersey City,ny,Part Time,2360
TG-108350,Applicant 8350,39783.0,526,Jersey City,NY,Part Time,2392
TG-108351,Applicant 8351,68298.0,570,Hoboken,NY,Unemployed,2717
TG-108352,Applicant 8352,97863.0,655,New York,ny,Unemployed,3224
TG-108353,Applicant 8353,108114.0,697,New York,ny,Full Time,1688
TG-108354,Applicant 8354,150803.0,648,Queens,N.J., full time ,2908
TG-108355,Applicant 8355,113671.0,716,Jersey City,N.J.,Full Time,2499
TG-108356,Applicant 8356,83296.0,786,New York,,Part Time,5292
TG-108357,Applicant 8357,58287.0,626,Queens,NJ,Self-Employed,4923
TG-108358,Applicant 8358,68071.0,567,Brooklyn,,Unemployed,3919
TG-108359,Applicant 8359,67219.0,657,Jersey City,NY,Part Time,2285
TG-108360,Applicant 8360,104657.0,622,New York,NJ,Full Time,4404
TG-108361,Applicant 8361,92710.0,566,New York,N.J., full time ,3367
TG-108362,Applicant 8362,45291.0,672, Newark,ny,Self-Employed,4059
TG-108363,Applicant 8363,71923.0,525,New York,ny, full time ,2380
TG-108364,Applicant 8364,111326.0,530, Newark,,Full Time,4730
TG-108365,Applicant 8365,95550.0,536,Queens,NY,Full Time,3659
TG-108366,Applicant 8366,102059.0,662, Newark,NY,Part Time,4778
TG-108367,Applicant 8367,96488.0,791,Brooklyn,ny,Self-Employed,2801
TG-108368,Applicant 8368,133793.0,585,Jersey City,,Full Time,3475
TG-108369,Applicant 8369,92081.0,999,New York,,Part Time,1344
TG-108370,Applicant 8370,73419.0,646,Hoboken,N.J.,Full Time,3408
TG-108371,Applicant 8371,57527.0,650,Jersey City,N.J.,Part Time,1488
TG-108372,Applicant 8372,92488.0,537,Hoboken,N.J., full time ,5379
TG-108373,Applicant 8373,11779.0,726,Queens,NJ,Part Time,1733
TG-108374,Applicant 8374,79471.0,608,New York,, full time ,1380
TG-108375,Applicant 8375,78825.0,762,Jersey City,,Unemployed,4232
TG-108376,Applicant 8376,44066.0,536,Jersey City,N.J.,Full Time,4764
TG-108377,Applicant 8377,57152.0,742,New York,ny,Unemployed,2267
TG-108378,Applicant 8378,109290.0,729,Brooklyn,N.J.,Self-Employed,4090
TG-108379,Applicant 8379,91921.0,618,Queens,NJ,Unemployed,2129
TG-108380,Applicant 8380,,532,New York,ny,Part Time,2163
TG-108381,Applicant 8381,94190.0,789, Newark,,Part Time,4549
TG-108382,Applicant 8382,87779.0,706,Jersey City,NJ,Self-Employed,4716
TG-108383,Applicant 8383,122286.0,793,Brooklyn,NJ,Self-Employed,4356
TG-108384,Applicant 8384,88703.0,652,Jersey City,ny,Full Time,4040
TG-108385,Applicant 8385,41254.0,533,Hoboken,N.J.,Part Time,3326
TG-108386,Applicant 8386,133904.0,800,Jersey City,N.J.,Self-Employed,5098
TG-108387,Applicant 8387,96110.0,563,Queens,NY,Unemployed,2959
TG-108388,Applicant 8388,67322.0,814,New York,ny,Part Time,2679
TG-108389,Applicant 8389,47398.0,623,Jersey City,N.J.,Self-Employed,2176
TG-108390,Applicant 8390,96877.0,581, Newark,NJ,Full Time,2160
TG-108391,Applicant 8391 ,81485.0,572,Hoboken,N.J., full time ,4627
TG-108392,Applicant 8392,132224.0,637,Hoboken,N.J.,Part Time,5099
TG-108393,Applicant 8393,74623.0,650,New York,NJ,Part Time,1280
TG-108394,Applicant 8394,59879.0,818,Hoboken,ny,Part Time,4059
TG-108395,Applicant 8395,111874.0,718,New York,NY,Part Time,2856
TG-108396,Applicant 8396,112758.0,555,Queens,N.J., full time ,3749
TG-108397,Applicant 8397,,798,New York,N.J., full time ,2271
TG-108398,Applicant 8398,105291.0,735,Brooklyn,N.J.,Full Time,2860
TG-108399,Applicant 8399,83869.0,593,Hoboken,ny,Part Time,3912
TG-108400,Applicant 8400,92016.0,574,Hoboken,NJ,Self-Employed,3656
TG-108401,Applicant 8401,119950.0,531, Newark,NJ,Unemployed,2024
TG-108402,Applicant 8402,103760.0,602,Jersey City,NJ,Part Time,4284
TG-108403,Applicant 8403,79922.0,551,Brooklyn,NJ, full time ,3068
TG-108404,Applicant 8404,125571.0,605,Jersey City,NJ,Full Time,5051
TG-108405,Applicant 8405,14054.0,751,New York,NJ,Part Time,2187
TG-108406,Applicant 8406,146562.0,794,Queens,N.J.,Full Time,1390
TG-108407,Applicant 8407,33821.0,720, Newark,N.J.,Self-Employed,2223
TG-108408,Applicant 8408,66187.0,570,Hoboken,NJ,Self-Employed,5323
TG-108409,Applicant 8409,83772.0,775,Queens,NJ,Self-Employed,4494
TG-108410,Applicant 8410,80606.0,760,New York,ny,Self-Employed,4313
TG-108411,Applicant 8411,115192.0,724,New York,ny,Unemployed,4863
TG-108412,Applicant 8412,53265.0,715,Brooklyn,,Full Time,3285
TG-108413,Applicant 8413,92823.0,763,Jersey City,N.J.,Part Time,2356
TG-108414,Applicant 8414,67654.0,520,Hoboken,NJ,Unemployed,2911
TG-108415,Applicant 8415,93854.0,608,Hoboken,N.J.,Part Time,1362
TG-108416,Applicant 8416,83057.0,801,Queens,, full time ,3994
TG-108417,Applicant 8417,87788.0,658,Brooklyn,ny,Unemployed,1253
TG-108418,Applicant 8418,,606, Newark,,Unemployed,1573
TG-108419,Applicant 8419,69698.0,521,New York,NY, full time ,2076
TG-108420,Applicant 8420,93618.0,687,Brooklyn,ny,Unemployed,3975
TG-108421,Applicant 8421,113311.0,638,Hoboken,N.J.,Full Time,4929
TG-108422,Applicant 8422,67052.0,599, Newark,ny,Self-Employed,4065
TG-108423,Applicant 8423,58937.0,630,Jersey City,,Part Time,3884
TG-108424,Applicant 8424,103404.0,684,Queens,NJ, full time ,3908
,Applicant 8425,84025.0,738,New York,,Self-Employed,4488
TG-108426,Applicant 8426,109915.0,524,New York,,Unemployed,1239
TG-108427,Applicant 8427,57826.0,734,New York,NJ,Full Time,2854
TG-108428,Applicant 8428,31617.0,714,Jersey City,N.J.,Unemployed,1997
TG-108429,Applicant 8429,69010.0,801,Hoboken,N.J., full time ,1909
TG-108430,Applicant 8430,62009.0,525,Hoboken,ny,Unemployed,1224
TG-108431,Applicant 8431,82636.0,819,Brooklyn,,Full Time,5253
TG-108432,Applicant 8432,65895.0,577, Newark,ny,Unemployed,3314
TG-108433,Applicant 8433,107231.0,621,Brooklyn,NJ,Unemployed,3944
TG-108434,Applicant 8434,76355.0,567,Hoboken,NY,Unemployed,3550
TG-108435,Applicant 8435,89514.0,795,New York,N.J.,Unemployed,5400
TG-108436,Applicant 8436,89729.0,682,Jersey City,NJ,Full Time,3904
TG-108437,Applicant 8437,90849.0,715,Hoboken,N.J.,Part Time,2656
TG-108438,Applicant 8438,84276.0,999,Jersey City,ny,Self-Employed,2273
TG-108439,Applicant 8439,100318.0,585,Queens,NY, full time ,2435
TG-108440,Applicant 8440,61130.0,602,New York,,Part Time,4566
TG-108441,Applicant 8441,126983.0,784,Queens,N.J.,Full Time,3264
TG-108442,Applicant 8442,77904.0,748,Hoboken,, full time ,4626
TG-108443,Applicant 8443,45654.0,792,Brooklyn,ny, full time ,2216
TG-108444,Applicant 8444,90642.0,738,Hoboken,N.J.,Unemployed,3217
TG-108445,Applicant 8445,59465.0,744,Queens,ny,Self-Employed,4623
TG-108446,Applicant 8446,104960.0,632,Jersey City,,Self-Employed,3625
TG-108447,Applicant 8447,151288.0,659, Newark,ny,Full Time,5325
TG-108448,Applicant 8448,61403.0,704, Newark,ny,Part Time,5426
TG-108449,Applicant 8449,94971.0,692,Hoboken,ny,Unemployed,5418
TG-108450,Applicant 8450,32335.0,530,Brooklyn,NJ,Self-Employed,2119
TG-108451,Applicant 8451,98617.0,678,Queens,NJ,Unemployed,5034
TG-108452,Applicant 8452,58429.0,724,Hoboken,N.J.,Part Time,5251
TG-108453,Applicant 8453,66255.0,749,Queens,ny, full time ,5369
TG-108454,Applicant 8454,51961.0,545,Queens,ny,Part Time,4743
TG-108455,Applicant 8455,106965.0,678,New York,ny, full time ,1310
TG-108456,Applicant 8456,115219.0,797, Newark,NJ,Part Time,4982
TG-108457,Applicant 8457,85702.0,667, Newark,,Unemployed,3424
TG-108458,Applicant 8458,59067.0,785,Jersey City,ny,Part Time,4291
TG-108459,Applicant 8459,132686.0,602,New York,NY,Self-Employed,3452
TG-108460,Applicant 8460,62488.0,545, Newark,N.J.,Self-Employed,4793
TG-108461,Applicant 8461,20139.0,590,Queens,NJ,Full Time,4280
TG-108462,Applicant 8462,98752.0,556,Brooklyn,,Self-Employed,3190
TG-108463,Applicant 8463,51857.0,652,Brooklyn,NY,Self-Employed,5147
TG-108464,Applicant 8464,114658.0,645,New York,ny, full time ,4846
TG-108465,Applicant 8465,73566.0,634,Brooklyn,NJ,Unemployed,3327
TG-108466,Applicant 8466,103111.0,611,Queens,ny,Unemployed,2767
TG-108467,Applicant 8467,127045.0,761,Hoboken,N.J., full time ,4787
TG-108468,Applicant 8468,48734.0,719,Queens,NJ,Self-Employed,3373
TG-108469,Applicant 8469,68022.0,726, Newark,NY,Part Time,3622
TG-108470,Applicant 8470,82730.0,636,Hoboken,, full time ,5446
TG-108471,Applicant 8471,131127.0,738,Brooklyn,,Unemployed,4955
TG-108472,Applicant 8472,65249.0,762,Jersey City,N.J.,Full Time,2418
TG-108473,Applicant 8473,67165.0,811,Jersey City,,Unemployed,2649
TG-108474,Applicant 8474,99344.0,801,Queens,,Part Time,2787
TG-108475,Applicant 8475,67683.0,691,Queens,N.J.,Unemployed,5184
TG-108476,Applicant 8476,89576.0,595,Brooklyn,NY, full time ,4335
TG-108477,Applicant 8477,38454.0,728,Jersey City,NJ,Full Time,3420
TG-108478,Applicant 8478,151430.0,624,Jersey City,NJ,Unemployed,1596
TG-108479,Applicant 8479,44569.0,545,Queens,N.J., full time ,4937
TG-108480,Applicant 8480,75347.0,598, Newark,ny, full time ,1943
TG-108481,Applicant 8481,84026.0,647,Jersey City,N.J., full time ,2653
TG-108482,Applicant 8482,142381.0,656,Queens,N.J.,Full Time,3217
TG-108483,Applicant 8483,45255.0,555,New York,N.J., full time ,5346
TG-108484,Applicant 8484,144511.0,578,Jersey City,N.J.,Full Time,4486
TG-108485,Applicant 8485,107715.0,749,Hoboken,,Part Time,3025
TG-108486,Applicant 8486,97513.0,643,Brooklyn,,Part Time,3867
TG-108487,Applicant 8487,55461.0,607,Queens,NY,Part Time,4811
TG-108488,Applicant 8488,102134.0,660,Jersey City,N.J., full time ,3522
TG-108489,Applicant 8489,63295.0,792,Jersey City,NJ,Full Time,3831
TG-108490,Applicant 8490,123000.0,570, Newark,ny,Part Time,3153
TG-108491,Applicant 8491,55868.0,574,Queens,,Self-Employed,1561
TG-108492,Applicant 8492,81605.0,669,Hoboken,NJ,Part Time,1599
TG-108493,Applicant 8493,68342.0,672,Jersey City,, full time ,4854
TG-108494,Applicant 8494,55374.0,738,New York,NY,Self-Employed,1994
TG-108495,Applicant 8495,107240.0,738,Brooklyn,ny,Unemployed,1762
TG-108496,Applicant 8496,101064.0,777,Queens,,Self-Employed,4355
TG-108497,Applicant 8497,121270.0,564,Jersey City,ny,Unemployed,3474
TG-108498,Applicant 8498,31604.0,788, Newark,ny,Self-Employed,3264
TG-108499,Applicant 8499,116925.0,679, Newark,NJ,Full Time,1419
TG-108500,Applicant 8500,160163.0,797,Brooklyn,,Self-Employed,3831
TG-108501,Applicant 8501,71451.0,574,Queens,ny,Part Time,3699
TG-108502,Applicant 8502,141854.0,664,Queens,N.J.,Unemployed,3216
TG-108503,Applicant 8503,77105.0,754,Queens,ny,Unemployed,1825
TG-108504,Applicant 8504,43828.0,698,Hoboken,ny,Part Time,2864
TG-108505,Applicant 8505,75831.0,727,New York,,Full Time,4541
TG-108506,Applicant 8506,116446.0,655, Newark,N.J.,Self-Employed,2102
TG-108507,Applicant 8507,59855.0,794,Queens,ny,Full Time,1263
TG-108508,Applicant 8508,66990.0,702,Hoboken,,Part Time,3191
TG-108509,Applicant 8509,102806.0,580,Queens,,Self-Employed,3127
TG-108510,Applicant 8510,85092.0,582,Queens,ny,Part Time,2149
TG-108511,Applicant 8511,102539.0,734,Hoboken,NY,Unemployed,1638
